incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-04057,SITE-005,2024-02-21,Near Miss,Medium,78.1,But story address beyond house example so.,Material Fatigue,11.2,Closed
INC-00975,SITE-003,11/25/2023,Equipment Failure,High,61.7,Pick five each air money keep full nation house staff child him get.,Valve Failure,3.1,Closed
INC-01622,SITE-003,2025-08-03,Spill,High,78.0,Short understand contain somebody three degree first author positive stuff modern coach majority city admit loss same hotel.,Material Fatigue,1.5,Under Investigation
INC-00493,SITE-003,2024-05-16T00:00:00Z,Spill,High,60.1,Occur try yourself piece write southern respond father receive there wish investment believe wide beyond quite your card.,,11.8,Closed
INC-05740,SITE-002,2026-06-01,Fire,,67.9,Bag subject here she in traditional reason notice leave book apply if.,Corrosion,17.7,Under Investigation
INC-04810,SITE-002,2024-03-19,Fire,Medium,76.4,Present just anyone election establish sea tonight me bit bar hair spring.,Operator Error,12.4,Open
INC-04893,SITE-005,02/05/2025,Near Miss,Low,94.9,Weight mention campaign yard talk base peace require public so energy decide.,,11.9,Open
INC-00461,SITE-001,2026-03-09,Leak,Medium,75.5,Back myself various over brother affect similar they imagine.,,7.2,Under Investigation
INC-05175,SITE-006,2026-07-25,Fire,High,48.9,Ten church move good feel alone type six which.,Operator Error,6.9,Open
INC-00253,SITE-002,2024-03-09,Near Miss,Medium,74.0,Space manage start than interest indeed foot sister much baby.,Third-party Damage,6.9,Closed
INC-05849,SITE-001,2024-01-16,Fire,Low,104.0,Into follow before goal material.,Valve Failure,11.7,Closed
INC-03575,SITE-003,2023-10-08, fire,Critical,45.5,Wonder threat hospital six age guess military then hotel change among class community news involve together blue.,Operator Error,9.3,Open
INC-03505,SITE-004,2026-10-03,Near Miss,Hi,59.7,Suggest image new remain able together he senior themselves.,Material Fatigue,9.3,Closed
INC-02318,SITE-003,2025-06-11,Equipment Failure,Critical,52.0,Ready laugh table population politics require official yet.,Valve Failure,6.2,Open
INC-00573,SITE-004,2025-04-03,Near Miss,,48.2,Call air my resource teacher scene.,Operator Error,2.7,Open
INC-01222,SITE-003,2025-11-21,Leak,Crit,38.5,Red fire help able even good country center read herself school.,,4.8,Under Investigation
INC-03113,SITE-006,2024-06-07T00:00:00Z,Leak,High,60.1,Hope while protect gun member key form dark price.,Valve Failure,11.6,Under Investigation
INC-00307,SITE-002,2024-02-29T00:00:00Z,Equipment Failure,Medium,59.6,Area current spend sister arm couple garden use.,Valve Failure,11.7,Closed
INC-05500,SITE-002,2026-01-15,near miss,Low,96.6,Yourself contain culture the seven now also contain.,Corrosion,1.1,Closed
INC-03024,SITE-004,2024-04-07,Leak,High,58.5,Science dream generation choose check act end peace billion good.,Valve Failure,8.5,Under Investigation
INC-01196,SITE-005,2025-05-22,Equipment Failure,Medium ,68.1,Fly there start ability nearly chair rate.,Material Fatigue,5.6,Closed
INC-00995,SITE-005,2026-05-18,Near Miss,Medium,81.4,Camera hear quickly away deal character heart tough prevent view strategy.,,9.6,Closed
INC-01786,SITE-002,2023-12-11,Near Miss, medium,69.2,Leave purpose seven floor outside ever full may organization available write set human level piece girl.,Material Fatigue,4.9,Open
INC-05801,SITE-003,03/22/2026,Spill,Critical,50.3,Build stage area body hour race expert.,Corrosion,3.4,Under Investigation
INC-00031,SITE-001,2025-01-30,Leak,Low,85.0,Mission nice much task drive shake side short.,Third-party Damage,4.7,Closed
INC-05390,SITE-004,2025-08-22,Near Miss,low,95.1,Forward bill boy head go girl tax you fund Congress such put wish record trial strong include something charge keep.,Corrosion,9.6,Closed
INC-00133,SITE-002,2023-11-24,Near Miss,Low,88.8,Hope personal sport recently check according skin than become result late.,Corrosion,7.6,Closed
INC-00470,SITE-001,2024-08-15,Near Miss,Low,94.7,Increase style party better magazine task window fire system spend population particularly return.,Valve Failure,1.7,Closed
INC-05387,SITE-001,03-Nov-2023,Equipment  Failure,Medium,67.9,Within cultural common particular memory.,Corrosion,3.9,Closed
INC-04891,SITE-006,2024-11-30,Equipment Failure,High,69.1,Test many up should morning father forget social consumer five upon picture gun.,Sensor Malfunction,3.1,Closed
INC-01467,SITE-004,2025-04-30,EQUIPMENT FAILURE,Medium,64.0,Blue reduce difficult treat she research defense understand it next wait wonder light task either need pressure.,,4.6,Closed
INC-02778,SITE-002,2025-11-18,Equipment Failure, Low,91.6,Specific serve central explain put five sea because across board center agency box.,Sensor Malfunction,5.7,Open
INC-04256,SITE-004,2023-08-04,Equipment Failure,Low,83.7,Early career new notice body garden city fall sign debate.,Corrosion,9.5,Open
INC-02951,SITE-006,2026-04-28T00:00:00Z,Leak,Critical,47.6,Method find large although nice either necessary minute need.,Sensor Malfunction,12.1,Open
INC-00089,SITE-006,2025-12-09,Leak,Critical,51.4,Generation politics audience state place since movie partner indeed detail.,Sensor Malfunction,2.9,Open
INC-04696,SITE-003,2024-02-26,Fire,High,78.6,Consider political answer his tell top figure try single sing him which international development no bring.,,4.5,Open
INC-00753,SITE-002,2026-08-15,Equipment Failure,Critical,63.2,Culture picture knowledge speech himself though TV result.,Third-party Damage,14.9,Open
INC-01549,SITE-003,2025-02-27,Near Miss,High,71.3,Discussion decision sense agreement father necessary address region.,Operator Error,7.6,Closed
INC-01135,SITE-003,31-Jan-2024,Equipment Failure,Critical,26.3,Whose industry win open.,Valve Failure,3.7,Closed
INC-03873,SITE-001,2023-10-03T00:00:00Z,Near Miss,Low,86.6,End mention behavior land data economy room.,Sensor Malfunction,6.9,Closed
INC-03435,SITE-004,2025-05-04,Spill,High,57.5,Share road thus early painting church education.,Valve Failure,2.2,Closed
INC-02087,SITE-004,2026-07-17,Fire,Low,88.8,Quickly item medical various no call person force owner might.,Valve Failure,4.6,Closed
INC-02331,SITE-005,2025-03-27,Equipment Failure,Low,83.2,Very wait plan style writer plant fast garden very others environment life have.,Operator Error,8.2,Closed
INC-01700,SITE-005,11/18/2023,Leak,Low,86.6,Agent agent wear minute old little nice authority.,Valve Failure,16.7,Open
INC-05948,SITE-001,2026-04-07,Equipment Failure,Medium,65.2,Manage fly future factor food wonder maintain.,Operator Error,5.7,Closed
INC-01254,SITE-002,2024-10-30,Leak,,63.5,Big marriage Mrs forget discover ok scientist.,Valve Failure,17.8,Open
INC-01037,SITE-004,2024-06-09,Fire,Medium,57.1,Collection type institution agent figure.,Third-party Damage,3.8,Open
INC-02819,SITE-001,06/06/2025,Equipment Failure,High,48.4,Man run theory amount job site purpose.,Third-party Damage,18.9,Open
INC-03519,SITE-003,2026-06-04,,High,72.7,Beat I lose first enjoy appear face see.,Sensor Malfunction,5.7,Closed
INC-05091,SITE-003,2025-05-29,Near Miss,High,52.8,Information include ability agent none expect method financial material leave list.,Third-party Damage,9.5,Under Investigation
INC-04246,SITE-003,2026-03-16,Spill,high,57.7,Game fine film director security culture edge old.,Sensor Malfunction,13.5,Open
INC-04405,SITE-004,2024-12-15,NEAR MISS,High,60.0,Type per keep small drive employee of bed without first discuss.,Corrosion,14.8,Open
INC-00369,SITE-004,2023-10-18,Spill,Critical,58.7,Boy get current support common magazine its write land order science according fire wrong very will.,Valve Failure,1.0,Closed
INC-01282,SITE-005,2025-09-05,Near Miss,High,70.5,Opportunity air indicate within fast because sister thank cut spring building account.,Valve Failure,3.4,Open
INC-02119,SITE-001,2025-09-23,Leak,Low,77.3,Baby certain leader stop company yourself plant like she white whose agent.,Valve Failure,7.9,Under Investigation
INC-04010,SITE-005,2024-02-29,Near Miss,Low,82.4,More expect range family discover can my.,Third-party Damage,8.8,Under Investigation
INC-04647,SITE-002,2026-03-28T00:00:00Z,Equipment Failure,,84.5,Future into try employee data ready game travel join charge seven our produce.,Third-party Damage,11.9,Closed
INC-03380,SITE-005,04-Aug-2023,Near Miss,High,53.3,Establish them guy human economy skin continue.,Third-party Damage,5.6,Closed
INC-02377,SITE-004,2023-12-28,Fire,Medium,79.0,Anyone whether third receive party thing off meet great policy.,Third-party Damage,12.1,Under Investigation
INC-04876,SITE-002,2025-12-31,Near Miss,,79.9,Could discussion soon brother positive this range past mouth meet.,Sensor Malfunction,14.0,Closed
INC-01000,SITE-003,2025-07-23,Fire,,63.8,Which myself Mrs involve per commercial feeling box.,Operator Error,5.0,Open
INC-05346,SITE-004,2025-09-05,Near Miss,,75.2,Growth next side senior forget bad do.,Third-party Damage,7.5,Closed
INC-01358,SITE-005,18-Jul-2026,Spill ,Medium,86.7,Effect hard point remember way lot commercial music form up somebody while general right public first.,,12.2,Closed
INC-02999,SITE-003,2023-08-09, Leak,Critical,71.1,According through themselves number window real.,,20.4,Closed
INC-00005,SITE-006,2026-01-14,Leak,High,71.4,Prove expert nor art door pull tree.,Valve Failure,11.6,Closed
INC-00178,SITE-005,2026-04-15,Equipment Failure,Low,79.6,Appear including card computer positive home ago.,,3.5,Closed
INC-00529,SITE-003,27/12/2024,Leak,Critical,50.8,Career them fear minute happen another instead fill he tax let else to determine beyond produce throughout program child.,Sensor Malfunction,5.5,Open
INC-02989,SITE-003,30/04/2025,Leak,High,55.1,Interview rather politics actually always small family.,Operator Error,7.4,Under Investigation
INC-04184,SITE-003,2023-08-16,Leak,High,58.9,Future board thought what magazine soon soldier economic send night political western truth least sometimes.,Third-party Damage,2.9,Open
INC-03724,SITE-001,2024-05-05,spill,High,71.7,Our child show daughter product opportunity.,,13.1,Under Investigation
INC-00705,SITE-003,2025-06-11,Leak,High,45.7,Safe let watch eight dog.,,10.9,Under Investigation
INC-01114,SITE-004,2023-08-18,Near Miss,Low,87.0,On future remain section stage education rock light shake approach money work some wear me majority country.,Valve Failure,0.3,Closed
INC-05169,SITE-005,2026-05-18,Spill,Medium,74.8,However six leg film use.,Sensor Malfunction,3.6,Under Investigation
INC-03816,SITE-005,2025-07-30,Equipment Failure,High,57.6,I ask where collection week feel quickly country those.,Corrosion,16.6,Open
INC-02701,SITE-004,2025-04-11,Spill,Medium,90.7,Himself animal traditional rock part since political road.,Corrosion,8.1,Closed
INC-02848,SITE-001,2025-02-08,Fire,low,90.8,Investment head style yes expert paper reduce full former.,Sensor Malfunction,14.3,Under Investigation
INC-04888,SITE-005,2025-09-17,Equipment Failure,High,78.3,Firm feeling pretty language prevent dog lot knowledge they movie.,Sensor Malfunction,6.6,Closed
INC-04516,SITE-004,18-Sep-2024,Equipment Failure,Low,84.7,Shoulder adult ready with wear history draw idea huge condition piece.,Valve Failure,12.5,Closed
INC-03914,SITE-004,2026-03-31,Near Miss,High,56.3,Wrong big bad fund lot.,Third-party Damage,5.5,Under Investigation
INC-03416,SITE-003,2024-01-07T00:00:00Z,Spill, High,60.6,Fact various raise could authority walk.,Corrosion,6.4,Open
INC-03935,SITE-001,2025-04-25,Equipment Failure,Medium,-12.3,Morning money chair wide himself professional.,Third-party Damage,9.1,Open
INC-01820,SITE-002,2026-06-05,Near Miss,Low,95.5,Foot simply act performance property land.,Material Fatigue,3.3,Closed
INC-05244,SITE-006,2026-07-02,Fire,High,68.0,Better art cause need address region why pass similar opportunity someone the close human quality receive always.,Operator Error,13.6,Closed
INC-01205,SITE-002,2024-09-15,Leak,low,77.9,Someone trip civil of almost evidence.,Operator Error,10.8,Under Investigation
INC-05780,SITE-005,2023-12-10,Near Miss,Low,83.4,Answer summer public month artist.,Operator Error,14.1,Closed
INC-01278,SITE-005,06/06/2025,Near Miss,High,69.8,Federal authority rest picture ok.,Sensor Malfunction,0.1,Under Investigation
INC-03332,SITE-006,2025-02-03,Equipment Failure,Medium,75.0,Interest information trial may such prove significant stop student loss.,Valve Failure,2.3,Under Investigation
INC-03906,SITE-006,2024-12-01,Near Miss,Critical,34.0,Performance police service thank worker house professor issue us.,Valve Failure,10.5,Closed
INC-00931,SITE-004,2024-11-28,near miss,Low,90.4,Need particularly sense while tend make relationship sound success.,Third-party Damage,6.8,Open
INC-02214,SITE-006,2024-02-25,Spill,Critical,47.1,Quickly rich toward activity its check rather seek another.,Sensor Malfunction,15.3,Open
INC-00681,SITE-004,2024-11-14,Equipment Failure,Medium,82.9,Group stay south great no or magazine whatever these since how not often.,Valve Failure,7.5,Open
INC-00829,SITE-006,20-Aug-2023,Spill,Low,90.2,Second world cost could head which represent large make Mrs share reality choose door assume.,Material Fatigue,9.3,Under Investigation
INC-03321,SITE-002,2026-03-07T00:00:00Z,Equipment Failure,Medium,68.3,Two young pretty there yeah challenge accept south shoulder protect exactly seven can book born ground can poor.,,5.2,Under Investigation
INC-02166,SITE-002,2025-10-13,Fire,High,48.8,Where resource risk sing shake political audience attack.,Sensor Malfunction,5.9,Closed
INC-01004,SITE-006,2026-04-09,Leak,Low,82.7,Parent where woman true to authority decision month lead company upon present strong order want.,Sensor Malfunction,5.4,Open
INC-01153,SITE-004,2025-04-07,,High,65.9,Moment see thought that matter nice painting let nearly manage agent.,Operator Error,3.3,Closed
INC-05199,SITE-005,2026-06-07,Spill,High,72.5,Responsibility blood generation southern safe work attorney win professor case movie exactly anyone sort.,Third-party Damage,2.7,Under Investigation
INC-02799,SITE-001,08/21/2025,Fire,Med,85.6,Join their tough there do industry student his skin rather.,Valve Failure,9.3,Under Investigation
INC-00839,SITE-005,2024-06-29,Leak,Medium,63.0,Type parent bed wear news pass good reality rich arm.,Material Fatigue,2.6,Under Investigation
INC-01694,SITE-006,2025-04-17,Leak,Hi,68.7,Hour or hard thousand performance middle natural without example serious energy reason example enough.,Sensor Malfunction,32.1,Closed
INC-03928,SITE-006,07/10/2023,Spill,Medium,70.6,Director recognize year get seek campaign cut inside toward meet.,Operator Error,8.9,Open
INC-00574,SITE-004,2026-02-03,Leak,Medium,66.7,Prevent today realize follow image weight.,Operator Error,38.8,Closed
INC-00169,SITE-005,2023-09-12,Spill,Medium,115.7,Clearly factor each green chance soon.,Corrosion,6.9,Under Investigation
INC-02653,SITE-001,2023-09-08,Near Miss,Med,81.4,Turn positive decision price six movie by hour feel theory statement southern especially.,Material Fatigue,6.0,Under Investigation
INC-00902,SITE-002,2025-08-04T00:00:00Z,Leak,Low,84.0,Today art themselves nation measure magazine culture measure drug pull affect force.,Third-party Damage,6.0,Under Investigation
INC-02864,SITE-002,30/01/2026,Equipment Failure,Medium,74.1,Finally election rest much inside recent similar arm.,Material Fatigue,5.6,Under Investigation
INC-01223,SITE-005,2025-10-18,Spill,Critical,72.7,Source hotel check level wide situation success.,Material Fatigue,6.4,Closed
INC-02065,SITE-002,2024-09-18,Equipment Failure,Lo,98.7,Buy situation I add company ever.,Operator Error,1.4,Open
INC-03149,SITE-002,2024-06-14,Near Miss,Low,88.9,Nothing important reflect lot measure at bit development young parent entire song use wear.,Corrosion,8.1,Open
INC-04374,SITE-006,2024-08-27,Spill,Medium,81.9,Conference play machine call.,Third-party Damage,5.5,Under Investigation
INC-01728,SITE-003,12-Nov-2025,Minor Spill,Medium,86.7,Present alone structure including by early various role top military.,Corrosion,4.7,Closed
INC-05953,SITE-002,14/03/2025,Equipment Failure,medium,77.8,After fill knowledge listen station morning.,Valve Failure,16.3,Closed
INC-05291,SITE-002,2024-09-22,Near Miss,Low,87.1,Before young paper use television wear box my.,Valve Failure,6.5,Under Investigation
INC-00786,SITE-003,07/02/2026,Spill,,76.0,Information himself return from issue audience out draw goal news various.,Third-party Damage,8.7,Open
INC-01043,SITE-003,10/09/2025,Spill,High,43.0,Father somebody son room mention suddenly design begin bad our.,Third-party Damage,5.3,Closed
INC-03408,SITE-003,2024-01-16,LEAK,Medium,82.5,White service throw southern Mr knowledge over deep few executive theory girl.,Operator Error,3.6,Under Investigation
INC-01197,SITE-002,2025-08-31,Leak,High,65.1,Work suddenly by south put available.,Third-party Damage,1.2,Under Investigation
INC-01612,SITE-006,2023-11-26,Leak,High,65.1,Two standard check agent perhaps feel gas woman class whom scene of administration food professor.,Material Fatigue,11.9,Under Investigation
INC-05205,SITE-006,2024-01-16,Spill,Medium,75.4,Heart main choose happen station few various interview home some wear pick soon right.,Corrosion,7.9,Open
INC-01661,SITE-002,2026-08-30,Leak,Critical,35.6,Consider candidate decision consider effort cost.,Corrosion,13.7,Under Investigation
INC-02416,SITE-006,16/08/2024,Leak,Low,91.9,Important list black hit specific full require.,Valve Failure,21.7,Under Investigation
INC-00665,SITE-004,10-Mar-2024, spill ,Low,81.0,Close return data section forget station bag me score citizen.,Third-party Damage,6.4,Under Investigation
INC-05424,SITE-002,2024-07-26,Equipment Failure,High,47.6,Hour song consider security imagine operation media out.,Material Fatigue,9.5,Open
INC-04976,SITE-004,2025-05-14T00:00:00Z,Equipment Failure,Medium,68.7,Reflect pressure Congress of stand respond.,Sensor Malfunction,6.8,Under Investigation
INC-02581,SITE-004,11/15/2023,,Low,90.2,Every first much stuff read late.,Operator Error,8.1,Under Investigation
INC-01797,SITE-006,2023-08-16,Spill,Low,80.7,Least with pass treatment yard community board box huge enjoy.,Material Fatigue,7.0,Open
INC-02289,SITE-001,2024-05-14,EQUIPMENT FAILURE,Medium,67.5,Interesting force officer ten player represent lay we pass lose professor.,Valve Failure,18.0,Closed
INC-03836,SITE-002,2024-09-22,Fire,Low,97.1,Term eye detail certain who somebody north letter authority feel allow.,Third-party Damage,6.0,Under Investigation
INC-05771,SITE-002,2024-10-11,Fire,High,81.2,After start wall some visit minute coach nothing produce student.,Corrosion,6.5,Open
INC-00822,SITE-006,2026-06-02,Spill,Low,89.8,Well truth without she assume where radio exist white nearly lot positive.,Material Fatigue,6.8,Under Investigation
INC-02247,SITE-004,2025-03-12,Fire ,Medium,60.0,Affect impact mean beat media stop catch through.,Operator Error,13.7,Closed
INC-00648,SITE-002,2024-01-11,Near Miss,Medium,77.6,Size film yes everything huge beautiful idea various some news show.,Corrosion,8.9,Closed
INC-02908,SITE-004,2024-11-03,Near Miss,High,67.4,Despite factor adult second compare check pull.,Valve Failure,14.7,Open
INC-03455,SITE-005,2026-02-25T00:00:00Z,Equipment Failure,Medium,74.7,Culture this state everyone want toward.,Corrosion,2.7,Open
INC-04919,SITE-001,06-Oct-2024,Equipment Failure,High,58.3,Until explain fact other common.,Corrosion,12.5,Closed
INC-04836,SITE-001,2023-12-24,,High,67.8,Success drive good develop training art.,Valve Failure,9.5,Open
INC-02089,SITE-003,2025-02-17,Fire,High,46.4,Green result amount pick source chance word account decision.,Third-party Damage,14.0,Under Investigation
INC-01631,SITE-001,2023-10-23,Spill,High,56.7,Would father among its trouble similar field close color fund wife success building live rather.,Material Fatigue,16.7,Under Investigation
INC-04883,SITE-003,2026-05-14,Equipment Failure,High,68.9,Nearly see technology if fact until hotel usually few manager each.,Sensor Malfunction,19.8,Closed
INC-03361,SITE-004,2024-03-08,Equipment Failure,Medium,71.1,Center grow interest whatever represent black production.,,5.6,Open
INC-05562,SITE-001,2026-02-27,Near Miss, High,62.4,Police firm assume pull produce.,Material Fatigue,14.9,Closed
INC-03267,SITE-005,2023-11-11,Fire,Critical,57.9,Not national matter side baby for sometimes.,Third-party Damage,11.9,Closed
INC-04641,SITE-002,2025-02-27,,HIGH,56.3,Color enough away finally person admit hospital cultural factor call style international even old.,Material Fatigue,4.6,Under Investigation
INC-02910,SITE-003,04/22/2025,Leak,,87.8,Likely move forget public dog matter along commercial change customer push when heart ready tax you hope.,Corrosion,4.6,Open
INC-00894,SITE-003,2026-04-07,Leak,Medium,88.1,Require child student put.,Sensor Malfunction,2.6,Closed
INC-02593,SITE-002,2024-06-21,Leak,Medium,70.1,Specific surface just chance open conference.,Sensor Malfunction,6.9,Open
INC-04880,SITE-002,2025-07-16,Equipment Failure,,60.3,Foreign give media send it able reflect option section dog.,Third-party Damage,5.3,Open
INC-01464,SITE-003,2024-02-23,Near Miss,Low,84.4,Much general the become find loss.,Valve Failure,12.4,Under Investigation
INC-03805,SITE-003,2024-12-23,,High,67.7,Management throw will base seem month name yes thousand culture production others watch.,Material Fatigue,2.2,Open
INC-01898,SITE-006,2025-02-27,Fire,Lo,96.1,Why after old stage simply exactly voice civil modern husband spend character once.,Operator Error,16.1,Closed
INC-04789,SITE-005,2026-07-02,Equipment Failure,Critical,54.9,Manager future four of author happen meet TV high bed.,Corrosion,4.4,Open
INC-03283,SITE-004,2025-12-06,Equipment Failure,High,63.7,Toward yes international father practice cut only claim a.,Material Fatigue,5.7,Under Investigation
INC-05138,SITE-005,2024-12-14,Equipment Failure,Critical,55.9,Congress board tough miss father do world decision material would almost effort despite prepare heart fight evening sing budget action.,Material Fatigue,12.6,Closed
INC-02618,SITE-003,2025-10-30,Near Miss,High,51.4,Mean rise improve benefit wide beyond market professional they day.,Material Fatigue,4.2,Open
INC-05523,SITE-002,2024-01-19,Near Miss,Medium,84.4,Find line yet live turn town financial food industry design yard source structure she.,Valve Failure,7.9,Under Investigation
INC-01883,SITE-005,2024-03-26,equipment failure,High,68.1,Address argue part college Mrs like research particularly receive employee their customer new that.,Corrosion,8.3,Open
INC-00519,SITE-001,2026-04-30,Equipment Failure,Med,77.8,Money fact again special clearly time ten.,,8.1,Open
INC-04289,SITE-006,2025-01-26,Spill,HIGH,62.1,Quite anything front again surface film college skill bed health by last perform.,Operator Error,6.6,Under Investigation
INC-03545,SITE-003,2026-03-18,Spill,Critical,36.0,Local sound who run.,Third-party Damage,9.8,Under Investigation
INC-01240,SITE-006,2025-08-01,Leak,Critical,57.0,Exactly room I industry structure couple poor maybe none need among several increase group think.,,6.4,Closed
INC-01271,SITE-006,2023-09-02,Leak,Critical,38.4,Same draw include language appear none real ball industry girl.,Material Fatigue,9.9,Under Investigation
INC-05480,SITE-003,2026-01-28,Spill,Critical,35.6,Risk perhaps represent guy fall nearly through certainly.,Valve Failure,8.6,Closed
INC-05769,SITE-006,2026-05-28,Near Miss,Medium,80.1,Energy cup seat practice sport dream factor same whose director hold more question energy similar their.,Sensor Malfunction,0.4,Closed
INC-03596,SITE-005,2026-03-20,Equipment Failure,Low,92.7,Mouth grow already method expect successful low break word best work affect table wrong onto that.,Operator Error,13.0,Open
INC-03166,SITE-002,2025-07-05,,Medium,79.8,Nation stand hear free anything pick social medical from three foot TV treat drop war.,Corrosion,5.7,Open
INC-02345,SITE-003,2025-02-19,Leak,MEDIUM,86.3,Glass best deal suddenly off receive the claim.,Material Fatigue,6.2,Closed
INC-02637,SITE-001,2024-03-28,Near Miss,Low,95.5,Feel thing next manager certainly far southern to market all or to.,Material Fatigue,2.8,Open
INC-01355,SITE-003,2024-11-15,Equip. Failure,Hi,56.8,Skin southern throughout mean experience left upon not.,Corrosion,12.2,Under Investigation
INC-03027,SITE-003,2026-09-26,Leak,,97.7,Agent available method create law check us here.,Sensor Malfunction,10.4,Open
INC-00944,SITE-003,2025-08-09,Spill,Medium,69.3,Coach change whatever push investment choose standard great hotel item daughter small coach early friend bar beat though history.,Corrosion,1.1,Open
INC-00875,SITE-002,2023-08-14,Spill,Medium,75.4,Determine way change beyond board act back serious phone.,Valve Failure,5.7,Closed
INC-00689,SITE-004,2025-08-17,Fire,High,66.3,Various surface wear clear threat create beat consider believe better mother.,Operator Error,1.6,Under Investigation
INC-00385,SITE-001,2023-12-09,Equipment Failure,High,55.8,After care trade six company through want test thing lawyer official sister recognize rise admit know value evidence election.,Operator Error,4.2,Open
INC-03530,SITE-006,2024-08-27,Equipment Failure,Low,85.7,Subject add government follow different those similar office wonder.,Valve Failure,1.8,Under Investigation
INC-05733,SITE-001,2024-07-27,Equipment Failure,High,56.6,Little central agency similar store across state.,Corrosion,12.9,Under Investigation
INC-02774,SITE-001,2024-04-25,Fire ,High,71.0,Able make plan respond practice assume everything eye picture sure type detail more executive character cup among population.,Material Fatigue,9.2,Open
INC-00305,SITE-003,2023-12-25T00:00:00Z,Spill,Medium,79.9,Apply ever within commercial public rate us growth need.,Third-party Damage,3.8,Open
INC-00226,SITE-005,2023-09-14,Fire,Low,91.6,Writer none face paper simply source street tonight.,Third-party Damage,1.7,Under Investigation
INC-02781,SITE-003,2024-12-20T00:00:00Z,Near Miss,crit,52.0,Fall religious until event among including marriage choice thus describe hope especially data rather Mr each thus.,Third-party Damage,17.6,Closed
INC-00153,SITE-002,2025-07-13,Spill,Medium,69.3,Season sound baby nearly special.,Third-party Damage,14.4,Closed
INC-00135,SITE-002,2025-05-31,Spill,Medium,81.8,Number town figure later relationship analysis message sense goal eight thousand in politics within pull pretty high wrong country under.,Third-party Damage,6.8,Under Investigation
INC-04032,SITE-003,2025-03-29,Spill,Medium,73.5,Than receive do significant produce ever fact turn three purpose street report foot place fund weight pattern.,Operator Error,3.8,Under Investigation
INC-05319,SITE-001,2024-12-09,Equipment Failure,Low,82.6,Item down environmental beat various.,Valve Failure,9.6,Closed
INC-04163,SITE-001,2023-11-09,near miss,Critical,44.9,Break third group best.,Valve Failure,5.6,Closed
INC-05087,SITE-006,2026-07-02,Spill,Critical,42.1,Question peace matter tend hit significant lawyer mother body teach national true foot bag figure moment magazine it.,Material Fatigue,3.9,Under Investigation
INC-04348,SITE-006,09/06/2025,Leak,Medium,87.4,Authority itself network he build factor say actually help space exactly around require pressure already wish vote.,Sensor Malfunction,2.7,Under Investigation
INC-04502,SITE-003,2025-03-17,Leak, Critical,46.5,Front magazine movement during series improve peace program dark bag court force store different.,Valve Failure,1.4,Closed
INC-00151,SITE-005,2024-06-16,Equipment Failure,Low,87.1,Policy prepare task action responsibility avoid measure often other feeling base.,Material Fatigue,3.6,Open
INC-03985,SITE-003,2026-04-14,Leak,Medium,69.4,Form conference social once any film newspaper parent support wish.,Material Fatigue,1.7,Closed
INC-00637,SITE-006,2024-06-01,Leak,High,82.8,Wall wonder herself single community indeed professional interesting establish design moment.,Corrosion,6.4,Closed
INC-05038,SITE-003,2025-08-01, Leak,High,48.6,Evidence read church within ground condition process animal impact.,Valve Failure,4.3,Under Investigation
INC-03315,SITE-001,2025-01-30,Near Miss,Low,104.0,Seem popular hour this although company able letter military include hold president.,Material Fatigue,10.0,Open
INC-02167,SITE-004,2025-08-14,Leak,Low,78.3,Second bit response this front scientist oil owner character.,,6.6,Open
INC-02614,SITE-003,2026-01-11,Leak,High,-12.3,Fall quality official church follow together style administration power.,Material Fatigue,12.5,Open
INC-02104,SITE-006,2026-07-14,Spill,Medium,72.9,Community off either manage fast expect class many.,Valve Failure,2.8,Closed
INC-04760,SITE-003,2024-02-13,Leak,Hi,44.3,Weight under western drive generation out work answer from woman almost daughter thought just.,Sensor Malfunction,0.8,Under Investigation
INC-04552,SITE-003,2025-02-25,leak,crit,53.2,Group see the special again half wall official interest later young specific behavior indicate.,,5.2,Open
INC-04083,SITE-001,2024-02-13,Fire,High,62.7,Movement tell that culture table present win.,Corrosion,7.6,Under Investigation
INC-01424,SITE-005,2025-11-09,Fire,Medium ,87.0,Couple around TV writer summer smile news participant group plan natural.,Valve Failure,8.6,Under Investigation
INC-02928,SITE-002,2025-08-18,Spill,HIGH,51.8,Do trip world difference class on there next different necessary director easy return that four significant better bank participant reason.,,2.1,Closed
INC-02859,SITE-006,2023-11-27,Leak,Critical,44.1,Toward present institution until research bank computer send the television hope store.,Sensor Malfunction,11.9,Open
INC-04303,SITE-004,2026-04-01,Spill,Low,89.1,Begin physical prove entire.,Corrosion,0.7,Open
INC-03150,SITE-006,2025-07-25,Equipment Failure,Critical,55.4,What around response evidence drive instead strategy open seven.,,4.2,Open
INC-02143,SITE-002,2025-01-19,Near Miss,Low,92.0,Care medical Mr degree mention under bring bring life tough.,Sensor Malfunction,2.0,Closed
INC-05127,SITE-001,2025-03-25,Equipment Failure,Low,100.0,Nice night foot product present attorney citizen high discover author near assume cost dog almost.,Corrosion,15.1,Closed
INC-02698,SITE-003,2026-05-14T00:00:00Z,NEAR MISS,High,66.1,Ago become across between record authority various drive investment.,Sensor Malfunction,9.1,Closed
INC-03065,SITE-004,2025-02-17,Near Miss,Medium,77.4,Couple base performance natural again data try learn same brother front investment up writer down wear.,Corrosion,4.8,Open
