audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-01130,SITE-004,2025-07-10,2025-08-05,57.9,Leak Detection,Note woman son hot both training require investment different medical any sound.,Ground no beat gun why own suggest single answer network interesting house action whose.,Tommy Lang,Closed
AUD-06669,SITE-006,2025-06-07,,79.7,Safety Equipment,Art day free budget hot skin address realize happy single manager eat.,Front together very out interesting capital girl machine.,Veronica Anderson MD,In Progress
AUD-02791,SITE-004,2025-09-19,2025-09-27,74.6,Leak Detection,Without campaign sort fact cultural eat can item southern action soon upon oil gas management administration material sound true specific.,,Belinda Lopez,Closed
AUD-05477,SITE-005,2024-05-10,,79.5,Documentation,Real speak born hour year wind dinner area fly turn sort spring natural black democratic.,Six employee subject part common character out whole evidence approach remember leg.,Michael Solomon,Open
AUD-06024,SITE-001,2024-08-29,2024-09-27,78.8,Safety Equipment,Manage red on marriage feeling for activity scientist within exactly quickly standard ok follow walk left white.,,Andrew Campbell,Closed
AUD-01980,SITE-004,2026-06-22,,70.9,Documentation,Store shoulder bad political thus central necessary.,Magazine less art operation building model next learn.,Samantha Wilson,In Progress
AUD-01253,SITE-002,2026-02-17,,86.8,Safety Equipment,Who respond detail kid weight fine education allow when general glass major anything fire.,Easy outside resource front seek notice think.,Michael Gonzalez,Open
AUD-01810,SITE-006,2026-04-23,,86.1,Personnel Training,Indeed skin debate fly many lose apply although property out issue daughter crime standard.,Show per organization red measure church north truth.,Ashley Sherman,Open
AUD-03361,SITE-004,15-Sep-2024,,76.9,Environmental Monitoring,Dream break should economy face answer sister kid production like dog know huge effort kid.,Section hotel week find style believe community such senior really bed.,Brenda Robinson,In Progress
AUD-01611,SITE-002,2024-07-26,,90.8,Safety Equipment,Between resource against technology energy else network short big senior cell activity modern.,,Scott Munoz,In Progress
AUD-01081,SITE-003,2025-05-19,2025-07-10T00:00:00Z,72.9,Environmental Monitoring,Pattern around moment fly hot protect arm before nation wait above.,,Erik Valencia,Closed
AUD-09428,SITE-004,09/04/2024,2024-09-14,89.9,Leak Detection,Raise nor attention return politics floor drop great government standard sea reach argue brother major through institution before tough understand American.,Raise by try network impact middle way night organization fear again only society blood.,Donna Hanson,Closed
AUD-04523,SITE-005,2024-12-16,05-Jan-2025,67.8,Emergency Response,Allow about art single today sense college among official conference place sea attorney each view personal ten.,Magazine trial take tonight yes traditional.,Shannon Carroll,Closed
AUD-00767,SITE-003,30-Mar-2024,2024-06-01,57.3,Documentation,Left security memory maintain author film to institution them heavy toward standard child role part focus organization let pattern year.,Across direction possible treat along all prevent old fear range especially drop thing.,Denise Davis,Closed
AUD-07111,SITE-006,25-Aug-2024,2024-10-19,59.8,Documentation,Marriage nice good space should hear institution capital ability every especially knowledge avoid discussion person admit.,My cover view just recognize rise admit there parent despite.,Richard Kidd,Closed
AUD-06543,SITE-003,2025-10-12,,72.5,Personnel Training,Mean sea concern north change raise actually ground ever crime four artist girl some candidate outside organization trip summer.,,Christina Davenport,In Progress
AUD-08613,SITE-006,2026-04-22,,62.7,Emergency Response,Defense talk form pressure last black stop hear energy day.,Move international charge those another necessary first avoid lose candidate statement stay begin figure.,Beverly Matthews,Open
AUD-04833,SITE-005,2024-06-10,2024-07-09,75.7,Safety Equipment,Traditional then business opportunity fight consumer hundred statement available sound once model south bill kind green more use.,Community later window thing.,Cynthia Torres,Closed
AUD-06524,SITE-003,2026-05-30,,54.7,Safety Equipment,Administration building point reach same quickly body another.,,Tanya Taylor,Open
AUD-01311,SITE-001,2026-06-30,2026-07-22,75.9,Maintenance Backlog,Cost add record add leave past produce gas imagine reality check clear heavy or traditional community top audience.,Most wish party remember agree never new however perform production skill everyone.,Nicholas Sweeney,Closed
AUD-05974,SITE-006,2025-09-23,,63.9,Leak Detection,Reach send reach last why into radio especially bill administration gun treat network crime bank people.,Production government already field environmental method tax blood material.,Louis Willis,Open
AUD-04578,SITE-005,2024-02-07,2024-03-06,73.6,Safety Equipment,Really agency fast have than investment.,Impact various past church.,Christopher Johnson,Closed
AUD-09284,SITE-002,2025-03-11,,67.5,Safety Equipment,Significant if successful special rise also different wind security house mouth back ground store reduce same kind course cup partner.,Total goal month strong voice strong born.,Ebony Thompson,Open
AUD-04097,SITE-003,2026-06-23,,112.7,Emergency Response,The name attack save those similar inside call special western Republican without.,He with significant artist difference forget do food measure red.,Rebecca Campbell,Open
AUD-04306,SITE-002,2025-09-12,2025-10-08,71.4,Personnel Training,Kid ability that picture interesting campaign material protect car security plant paper in him benefit writer house.,Race doctor research home pull reveal win.,Leslie Fuller,Closed
AUD-08881,SITE-004,2024-12-23,,70.9,Maintenance Backlog,What sometimes draw resource statement specific or environmental system seek full involve unit loss.,At church clear course pick best benefit need speech area son.,Jessica Cervantes,In Progress
AUD-04249,SITE-005,2025-08-08,,90.3,Safety Equipment,Attorney could serious same control get history least strategy evening price after.,Prove pull though type.,Mr. Zachary Davis DDS,Open
AUD-04196,SITE-005,2024-06-27,2024-07-16,81.3,Environmental Monitoring,This until name enough billion soldier debate whatever range management.,Appear east case maintain management country treat list her market side me.,John Johnson,Closed
AUD-03705,SITE-002,2024-06-08,2024-06-26,80.8,Emergency Response,Water board western minute democratic body nation either board first.,Clearly sister kid source.,Mark Stanley,Closed
AUD-08545,SITE-002,2024-04-12,,86.3,Safety Equipment,Become father clearly offer citizen success where statement wife from during perhaps heart ready direction eat goal every information specific move ok.,,Laura Ortega,Open
AUD-00151,SITE-006,2025-05-22,2025-07-30,57.7,Environmental Monitoring,Among century day back act too none range else share strong car study have talk laugh support.,Half face floor agency style family.,Holly Griffith,Closed
AUD-00139,SITE-004,2025-06-01,2025-06-10,95.8,Leak Detection,Likely catch coach cell hotel themselves lay weight measure away compare foot.,,Joseph Taylor,Closed
AUD-03505,SITE-001,2024-07-02,07/23/2024,62.5,Containment Integrity,Prepare lay better foreign tough morning everybody decision about.,Else century small tax institution position throughout short central just trial month main.,Ricky Russell,Closed
AUD-08236,SITE-001,2025-04-19,2025-05-01T00:00:00Z,97.7,Leak Detection,Child local that hope service that already something product early wonder Mrs especially before pull.,,Benjamin Barnes,Closed
AUD-03865,SITE-001,2025-06-06,,100.0,Maintenance Backlog,Range to four none heart newspaper offer dark police.,Fast much between if chair only.,Thomas Benson,In Progress
AUD-09328,SITE-001,2024-10-30,2024-11-25,77.9,Emergency Response,Pull network which result style voice tax consider beautiful live a space mean few many speak culture offer notice himself specific past.,Democrat against property film civil the table cut.,Samantha Powell,Closed
AUD-08756,SITE-002,11/22/2025,,78.3,Emergency Response,War experience that low too remain character long television hold.,Expect bag by.,John Kaufman,In Progress
AUD-04544,SITE-004,2026-07-19,2026-08-11,71.9,Leak Detection,Well understand expert according grow chair central source hear yard eight kid whether any this public professional.,Also least green reveal view while without.,Cassandra Rodriguez,Closed
AUD-07490,SITE-006,2024-11-11,,67.2,Leak Detection,Conference company enjoy indicate sort because including Mrs name phone heavy ever.,First despite north baby sit among argue.,Brandon Mcneil,In Progress
AUD-01211,SITE-002,20-Jan-2026,2026-02-07,91.3,Safety Equipment,Myself within piece big explain nature conference particularly tonight.,Recent argue minute drive grow hit none production offer water century part board.,Jeremy Gomez,Closed
AUD-07273,SITE-003,02/08/2026,,45.2,Maintenance Backlog,Street than enter range talk international investment catch fight exactly away father here report.,Particular table quickly bed lose reach.,Bryan Fleming,Open
AUD-08122,SITE-005,2025-09-26,2025-10-02,79.6,Maintenance Backlog,Sit red less senior generation skin laugh yes maybe bad religious late court again east.,Down century responsibility country.,Julie Parks,Closed
AUD-03201,SITE-001,2025-07-23,2025-07-28,90.1,Documentation,Upon fish safe institution hold shake tax control man you.,,Deborah Lawrence,Closed
AUD-00925,SITE-003,2024-07-05,2024-08-21,74.1,Maintenance Backlog,Talk general will wife garden arrive close expert stop message next seven include ability institution field poor authority Mrs floor.,Build south each those anything arrive listen outside energy but blue.,Gerald Flores,Closed
AUD-02424,SITE-006,2024-10-11,,60.5,Safety Equipment,Mouth son response person course support good PM institution trip.,Drug environment decide strategy behind.,David Lindsey,Open
AUD-08880,SITE-001,2025-11-21,2025-12-06,89.9,Emergency Response,Fine surface voice serve idea management nature argue audience Mrs teach sometimes sea ability staff here film argue total.,Church early tell good seek produce nice talk already pass my.,Mark Wagner,Closed
AUD-01349,SITE-003,2024-10-26,2024-12-23,73.1,Personnel Training,Model yeah summer miss suffer but spring past hospital.,,Christopher Smith,Closed
AUD-08348,SITE-002,2024-04-16,2024-05-01,70.7,Documentation,Night respond exist according brother finish natural former behind base decade reveal see action grow sometimes.,Its result statement reason professional exactly could.,Charles Arroyo,Closed
AUD-05388,SITE-002,2025-08-29,2025-09-12,80.7,Leak Detection,They song wait book build military.,Position often citizen similar always.,Jennifer James,Closed
AUD-07098,SITE-002,2025-12-20,,76.0,Maintenance Backlog,Fast better stand money shake Mr rest way character everybody never cut decide over hospital authority notice research century city effort stuff level notice.,Style exactly clear book bank soldier future example staff technology administration.,Karen Smith,Open
AUD-03190,SITE-002,2024-11-23T00:00:00Z,2024-12-16,74.4,Personnel Training,Feel while ability system ready section listen area.,Girl cold seven system somebody realize protect produce.,Scott Navarro,Closed
AUD-05077,SITE-003,2026-03-29,2026-05-26,79.5,Personnel Training,Degree base energy wind car game agency.,Coach question operation stand one create.,Jeffrey King,Closed
AUD-01370,SITE-004,2024-12-08,2025-01-03,80.3,Safety Equipment,Suffer quite home week kitchen room produce management operation only help in knowledge side draw his and move into.,Record no see time for smile buy avoid role.,Jerry Powell,Closed
AUD-05699,SITE-002,15/08/2025,2025-08-28,90.9,Environmental Monitoring,Truth imagine require at pattern player career right important his sense watch left.,,Gail Pacheco,Closed
AUD-01909,SITE-001,2025-11-11,,70.2,Maintenance Backlog,Next where born audience individual apply system against modern budget.,Teacher past occur water success.,Gregory Jones,In Progress
AUD-04606,SITE-005,20-Apr-2024,2024-05-12T00:00:00Z,79.0,Emergency Response,Figure behavior space charge treatment yourself left hospital wide authority month teacher risk country anyone maintain may someone during bank.,,Jason Johnson,Closed
AUD-02288,SITE-004,21-Dec-2025,2025-12-31,80.8,Documentation,Car indeed hold wide call no total ask available south consumer send town.,,Joanne Daniel,Closed
AUD-02980,SITE-001,2026-01-23,2026-02-12T00:00:00Z,79.2,Emergency Response,Project must company life must ago manage respond hold.,Final public open law election field say me.,Peter Sawyer,Closed
AUD-02969,SITE-003,2026-02-26,,64.2,Documentation,Imagine country low must data prepare work cause stuff understand general else attack where range.,Environmental strategy happen adult poor language blood start.,Patricia Patterson,In Progress
AUD-03140,SITE-006,2024-12-17,2025-03-14,75.1,Safety Equipment,Long fly without its into always a among song PM force like.,Draw everything member every thought series know run trade.,Vanessa Ramirez,Closed
AUD-09156,SITE-001,2025-05-16,2025-05-26,77.0,Emergency Response,All total reach exist real see only number direction indeed peace prove about significant work.,Character southern control with join hot economy tough make whether collection eat those.,Joseph Davis,Closed
AUD-00615,SITE-001,2026-05-17,,100.0,Emergency Response,Perform less land chair decide seem health start Republican spend total fill young tell national Republican involve base high believe.,Happy institution really gas spring every near ok.,Nicole Summers,Open
AUD-07716,SITE-006,2024-02-09,,56.8,Personnel Training,Prove party ago spring agree name above for central follow mouth until likely beautiful watch sometimes movement.,Source customer goal close current throughout buy.,Timothy Noble,In Progress
AUD-09227,SITE-002,2025-07-23,07/08/2025,93.0,Emergency Response,Major article part travel city money history establish change surface yeah institution under image opportunity response article significant subject.,Better month body Mr learn.,Alicia Harvey,Closed
AUD-06389,SITE-003,2026-03-19,,84.3,Leak Detection,Computer development agreement these reach indeed really do easy bring you poor name gas walk hospital message gun argue attention source bed positive mind increase reach voice hospital.,,Mr. Larry Garrison,In Progress
AUD-04377,SITE-006,2025-09-12,03-Nov-2025,45.3,Documentation,Any knowledge memory cost space trade.,Seek fill tonight opportunity high cup hotel.,Christopher Davidson,Closed
AUD-07600,SITE-003,2025-03-04,2025-04-12,73.1,Documentation,Similar street over range animal gun or feel religious already decide close wish newspaper close issue would.,Issue task too seem test senior question enter number college.,Jill Kim,Closed
AUD-08895,SITE-004,23-Nov-2025,2025-12-18,74.5,Safety Equipment,Next support soldier candidate turn commercial begin store blue open above guy.,,Lori Phillips,Closed
AUD-05961,SITE-002,2025-09-01,2025-09-06,67.6,Containment Integrity,Still well every high century water run book than answer sense hot.,Trade season such it product fly study bag.,Amy Kerr,Closed
AUD-01796,SITE-001,2026-03-04,2026-03-23,83.2,Containment Integrity,Yes reveal able call heart trouble Democrat general million century.,Nature election economy ahead exactly.,Ashley Anderson,Closed
AUD-04522,SITE-001,2024-08-07,2024-08-31,85.1,Containment Integrity,List research carry sport bank public yeah inside deep recognize state behind cover show.,,Morgan Archer,Closed
AUD-08695,SITE-001,2025-04-25,2025-05-01,72.7,Leak Detection,Wall hold nearly himself however or paper theory Republican class Mrs investment song certainly item plant pull condition chance.,Before college speech deal group value top instead two wife production.,Marilyn Buchanan,Closed
AUD-04438,SITE-004,2024-11-07,2024-11-17,68.9,Leak Detection,Involve example car show top month million wear.,,Kenneth Roberts,Closed
AUD-00656,SITE-002,2025-09-16,2025-09-22,77.3,Containment Integrity,Recent ball property product lose agency manage determine hour design few season modern election law identify check peace interesting.,Gas physical be tree modern chance budget hour.,Brent Wheeler,Closed
AUD-00107,SITE-003,30-Jun-2026,2026-09-22,56.3,Documentation,Black smile paper explain I cause must recent field house trade individual system security visit impact key heavy.,Republican dinner trial describe best national edge still know difficult.,Stephen Jackson,Closed
AUD-03366,SITE-005,2025-08-09,2025-08-30,83.8,Documentation,Talk state down reflect look seven relationship rise speak create in street try about society tough throughout condition indicate before board despite local.,Simply task Mr enter happy better.,Noah Bowen,Closed
AUD-03902,SITE-003,07/06/2026,,78.8,Safety Equipment,Community forward policy edge great who attack set three hit late whom dinner chair position forget step PM force discussion bank.,Stage mention resource operation education around industry.,Tim Murphy,Open
AUD-04617,SITE-001,10-May-2026,2026-05-31,84.0,Documentation,Career wonder argue which message specific treatment the day clear.,Foreign list them realize he structure difference.,Daniel Baker,Closed
AUD-08538,SITE-002,2025-08-25,2025-08-16,74.2,Environmental Monitoring,Position station blood analysis soon down protect leg believe political win nature suddenly whole win term grow dream drop claim onto couple whatever view.,,Megan Brown,Closed
AUD-04784,SITE-003,2025-05-31,2025-07-07,65.8,Environmental Monitoring,First ready treatment camera fall before series address ball issue year.,,Dr. Nicole Chang,Closed
AUD-09461,SITE-002,2026-05-19,11/06/2026,83.9,Personnel Training,Two industry rest surface just entire bed cultural send guess.,Now husband whom pattern civil approach job leave air.,Tonya Higgins,Closed
AUD-06049,SITE-002,2024-09-17,2024-09-24,74.8,Leak Detection,Clear care strong public bank thing computer hotel free there else.,Machine I add smile if today rise.,Lonnie Perkins,Closed
AUD-03725,SITE-003,2026-06-22,,63.0,Maintenance Backlog,Responsibility wear exactly run space name still former church ahead word.,Bar dark loss could major single several success move.,Jerry Cole,Open
AUD-05808,SITE-001,2025-06-24,2025-06-12,100.0,Maintenance Backlog,Attack finish without performance keep property.,Benefit public free cost.,Anthony Marshall,Closed
AUD-04268,SITE-004,2025-10-23,2025-11-15,71.1,Leak Detection,Interesting challenge sure budget usually first red little pull over until remain although tell training during speech buy.,Attack mention throw paper catch against.,Brian Caldwell,Closed
AUD-03483,SITE-004,2025-02-20,2025-03-13,94.0,Safety Equipment,Image plan major table education yet score seek between production thousand total rock speak effort.,Discover him evidence line already mind special bag reality wrong throughout.,Michael Vargas,Closed
AUD-02815,SITE-006,2024-09-16,,45.7,Emergency Response,His program model measure at avoid especially all without myself sea left image way similar.,,Albert Howard,In Progress
AUD-01860,SITE-003,2024-03-19,,42.3,Leak Detection,Religious share play control remember type possible finally interview behavior toward arrive dinner discuss probably.,Make fall music specific court ball meet other part hear rise change how method other.,Nicholas Brooks,Open
AUD-09013,SITE-002,2024-08-31,,67.3,Emergency Response,Create as surface reality remember change ball week least.,Finish act at machine at often.,Pamela Meyers,In Progress
AUD-05170,SITE-005,2026-06-17,,83.0,Documentation,Here second rate although no idea support actually listen day that why nature American quality enter.,Claim because ok yard.,Jordan Bonilla,Open
AUD-02106,SITE-003,04/02/2024,,72.6,Environmental Monitoring,One throughout character affect toward across sort bank machine no few realize organization knowledge lead put.,Project true explain anything grow check.,Thomas Huerta,Open
AUD-01630,SITE-003,2024-12-23,,66.2,Personnel Training,People throw other attention easy father product dream view beyond if me thank dream apply often physical pass.,Quite take street reduce your available.,Darren Duke,Open
AUD-06553,SITE-002,2024-02-04,2024-02-16,89.4,Environmental Monitoring,Him fine space expert everyone hold physical enter rule process lot federal still appear work different measure.,It mission small at ok huge take explain expect most billion staff onto appear address.,Clifford Roth,Closed
AUD-05199,SITE-005,2025-09-01,2025-09-16,73.5,Safety Equipment,Still rock hit yard outside report catch nation former major ball senior white will amount analysis.,Change concern institution believe wrong your south see what process.,Tiffany Simmons,Closed
AUD-07524,SITE-002,2024-09-18,03-Oct-2024,76.7,Safety Equipment,Small describe American offer money better writer that agent adult herself both.,Ability them main bank forward note alone item fill writer.,Jonathan Jackson,Closed
AUD-08457,SITE-002,2025-11-04,2025-11-15,75.4,Maintenance Backlog,Social pressure leg property always manager perhaps store mother career such new several political speech that add save yard.,,Lisa Woods,Closed
AUD-01342,SITE-001,2024-10-10,2024-10-18,73.7,Emergency Response,Democratic free partner hear quality doctor scientist finish amount not anyone actually collection account.,Miss particularly true road less seek serious detail yes power laugh ahead stage could industry.,Michelle Butler,Closed
AUD-03169,SITE-005,2025-07-10,2025-07-24,64.2,Safety Equipment,Effort change boy especially marriage within majority same tonight.,Determine seek seat common market discuss painting score project alone sing cut.,Thomas Diaz,Closed
AUD-05175,SITE-005,2024-06-14,2024-07-02,92.5,Personnel Training,End table measure them thousand clear off news best too away most thousand create age feeling serious debate however nature sit.,Technology cell participant sister poor nation.,Ian Berry,Closed
AUD-03098,SITE-003,2025-07-12,,49.0,Leak Detection,Glass customer establish car read truth set beat significant spring make draw hear economic decide difficult community third table feeling special we research.,Effect discuss environmental age total read yes stop moment item maybe.,Karen Dawson,Open
AUD-01882,SITE-001,2026-07-07,,89.6,Environmental Monitoring,Across hair change current shoulder say campaign save expect same concern child fish new blue Congress five among will.,Hot few wife just exist.,Rachel Bass,In Progress
AUD-09158,SITE-004,2025-06-23,2025-07-07,82.9,Safety Equipment,This hour you reduce particularly speak drop onto sister him can drop stay Congress.,,Aaron Moore,Closed
AUD-09412,SITE-004,2024-03-17,2024-04-02,88.4,Safety Equipment,Behind level too product politics pattern everyone road owner one Republican two able coach energy market direction environment land law yard dream certain they last cup.,Record magazine program some south picture Mr key agreement measure opportunity send.,Christina Clark,Closed
AUD-08496,SITE-002,2024-07-26,,85.6,Emergency Response,Situation rather financial let man want environment away chair improve structure truth.,Seat during late military certainly large raise.,Kathryn Williams,Open
AUD-08580,SITE-004,2025-10-10,2025-10-18,93.3,Leak Detection,Role modern magazine alone apply fine morning finally sport this difference radio him her hand shake heavy wide above it.,Region head morning force network nor method town future something determine.,William Sutton,Closed
AUD-08559,SITE-005,2025-08-14,,79.2,Containment Integrity,Western theory more road them team.,Begin hope detail draw within either born born sister.,Emily Smith,In Progress
AUD-06644,SITE-005,2025-12-17,2026-01-07,80.0,Documentation,Loss administration common reach news include seek traditional matter at sea control right important.,Suggest five term manage without tonight medical process drop boy question.,Joanna Caldwell MD,Closed
AUD-01082,SITE-004,2024-03-14,2024-04-04,100.0,Documentation,Leave eight need road Mrs money worker today assume painting impact choose politics even air study make drop almost entire social personal act ball.,Test build star sister grow since box choose.,Gina Sandoval,Closed
AUD-01559,SITE-005,2024-10-10,2024-10-17,85.5,Emergency Response,Role senior officer over table vote whose two rise.,But form could now significant growth visit nation realize.,Michael Rivera,Closed
AUD-06752,SITE-003,2026-05-20,,56.0,Environmental Monitoring,Scientist improve role room should computer show.,Significant strategy type develop add measure already world.,Mary Morales,In Progress
AUD-00991,SITE-004,2025-01-30,02/07/2025,70.0,Environmental Monitoring,Especially figure especially little side force between middle manager prepare.,,Daniel Schmidt,Closed
AUD-01473,SITE-005,2025-01-20,2025-02-07,78.5,Documentation,Last exist response church but charge war goal source particular behind choose history agreement special school no design current stage leg call human than beautiful.,,Melissa Price,Closed
AUD-05690,SITE-003,2024-06-16,,41.8,Documentation,Job consumer ball card without but matter foreign fight why speech sea pay full.,Everything feeling thought however clearly name fund him design new dog.,Pamela Brown,In Progress
AUD-01883,SITE-005,02-Sep-2025,2025-10-01,68.7,Leak Detection,Me myself anyone than see build rise need when court young career listen window yeah hope return film hot back she.,Later particular often year produce green.,Daniel Weaver,Closed
AUD-04406,SITE-005,2025-04-01,20-Apr-2025,75.7,Environmental Monitoring,Environment until physical page within why resource sea raise film couple any perform.,,Richard Martin,Closed
AUD-03694,SITE-004,2024-07-12,26/07/2024,88.2,Documentation,Down practice here success various fill home central organization for note.,Admit save once result media final issue computer.,Margaret Mcmillan,Closed
AUD-07536,SITE-005,2025-11-20,2025-12-13,79.5,Documentation,Fill decide eight so have development value.,Fly may fall everything theory majority even.,Kent Arnold DDS,Closed
AUD-09192,SITE-001,2024-10-10,10/25/2024,63.1,Documentation,Less lot news because threat away current fast customer friend federal treatment total but building consumer simple well hour no seven.,Some scientist second ten piece news.,Sean Ibarra,Closed
AUD-06055,SITE-003,2024-05-24,,45.2,Personnel Training,Although may popular practice nearly carry glass study week development thought table phone.,,Courtney Fisher,Open
AUD-04793,SITE-002,2026-02-08,2026-03-01,82.9,Environmental Monitoring,Call security thank anyone marriage child owner from page idea here wish she behavior hotel.,Minute concern score collection husband election stay bag shoulder during director.,Elizabeth Williams,Closed
AUD-03910,SITE-003,2025-11-11,,78.9,Environmental Monitoring,Page drive everyone customer people government.,Parent article listen produce prove cold about thought pattern.,Erik Wilson PhD,In Progress
AUD-02473,SITE-004,2026-04-03,2026-04-26,69.4,Emergency Response,Hotel defense piece fall easy effect seek kitchen.,Job let quickly clear worry day.,Donna Lam,Closed
AUD-03996,SITE-006,07-Apr-2024,2024-06-11,83.2,Maintenance Backlog,Quite among best side agency different artist draw remain voice already minute response member avoid scene its.,,Brian Reyes,Closed
AUD-08258,SITE-006,2025-11-21,2025-12-11,77.0,Personnel Training,Education pull often animal four piece.,Morning listen safe executive son court line.,Richard Stephens,Closed
AUD-07022,SITE-003,2025-12-16,,41.0,Safety Equipment,Become eat generation power spend view direction reduce authority past something catch building institution house often tell pattern future.,Two air bank however others line table.,Gerald Kirk,In Progress
AUD-08390,SITE-005,2025-05-30,,85.3,Environmental Monitoring,Cold contain role particularly force remain section such investment international yeah line five alone player risk their happy laugh mission.,Improve medical company safe painting turn work arm decade role.,Mary Boone,In Progress
AUD-02592,SITE-006,2024-02-15,03/13/2024,55.1,Environmental Monitoring,Sell figure home maintain game name set seven company be single music stuff ever.,Ability power example crime operation their that.,Nicholas Monroe,Closed
AUD-00195,SITE-003,2024-10-14,,55.4,Emergency Response,Soon special newspaper husband item on member eight ability class Congress clear mean any politics still no blue.,Reach serious structure pressure culture approach final wear let set former.,Kristin Ferguson,Open
AUD-09012,SITE-003,2025-02-02T00:00:00Z,2025-03-11,84.6,Environmental Monitoring,Purpose his over next require very toward form several leg drug.,Identify gun data scientist.,Taylor Osborne,Closed
AUD-06796,SITE-006,2026-03-12,,42.9,Emergency Response,Pretty phone daughter million assume body them act fire allow training huge vote beautiful court group free serve term most available them.,Popular international less radio father money behavior carry brother.,Andrea White,Open
AUD-09155,SITE-005,2025-12-07,2025-12-23,59.0,Environmental Monitoring,Born yard put wait rather attorney entire.,Theory must movement then religious black modern feeling two.,Melissa Clark,Closed
AUD-01041,SITE-006,2026-03-26,,61.3,Personnel Training,East market poor better happen see another company probably reflect nation seem finally.,Can new top customer plan trouble room than.,Alexis Duffy,In Progress
AUD-06596,SITE-006,2025-01-14,2025-03-10,59.0,Emergency Response,Election color sit relate say need.,Goal us possible factor player service situation reduce child activity determine.,Susan Clayton,Closed
AUD-06124,SITE-005,2025-10-13,2025-11-08,85.3,Containment Integrity,Use business civil mouth never whose others whole term our western four shake yeah star eye determine individual your control gas office begin trial.,Become run inside a hotel concern parent sign range.,Michael Thompson,Closed
AUD-05277,SITE-003,18-May-2025,2025-06-21,-7.5,Emergency Response,Wind you chair trial century program watch produce see do letter write across camera this fear strategy among behind knowledge military.,Subject nice happen.,Amy Gill,Closed
AUD-03327,SITE-003,2025-10-26T00:00:00Z,,60.1,Safety Equipment,Save whatever bill difference city beyond for out her under much best air time expert say.,It statement will up receive carry moment away among service.,Emily Harris,Open
AUD-00258,SITE-001,2026-02-04,2026-02-28,93.7,Leak Detection,Realize special serve reduce last think ok during.,Book such central relationship general.,Nathan Anderson,Closed
AUD-02488,SITE-005,2025-02-27,2025-03-08,78.8,Documentation,Popular continue yet everyone different feeling father cover a fear child article party fund receive my thought guess safe.,Hundred sound change foot clear hope she others.,Gregory Knight,Closed
AUD-03014,SITE-004,2024-10-06,2024-10-29,73.9,Environmental Monitoring,Peace class might try stuff network discussion admit.,,Ann Taylor,Closed
AUD-04716,SITE-003,2024-05-31,,47.7,Leak Detection,Long blood attention draw old whole pretty remember mother.,,Ana Riley,Open
AUD-05508,SITE-003,2026-05-28,,70.9,Containment Integrity,Value someone time gun technology coach watch story ready notice follow.,Allow through green hit section south audience dinner senior near meeting.,Tiffany Harris,Open
AUD-07628,SITE-006,08/05/2024,2024-06-14,55.1,Environmental Monitoring,Religious economy yourself kid move thus share attorney policy all than treat again new always front.,Million accept so go a audience.,Stephen Harris,Closed
AUD-02811,SITE-003,2025-03-01,2025-05-25,38.9,Leak Detection,Performance current view able several whether reveal fast nor material conference often window buy thought TV appear.,Grow central measure serve gun billion care.,Dillon Simon,Closed
AUD-03083,SITE-001,2024-06-26,2024-07-13,78.8,Maintenance Backlog,Interest it treatment me worry eight accept worker interest nothing affect size heart today while measure baby represent.,According cost stage down school product both begin hit up product imagine.,Lauren Roberts,Closed
AUD-07468,SITE-002,2025-06-02,,86.3,Maintenance Backlog,Republican thank result care law coach data very challenge skin or positive training wide some visit race dark lawyer finally either policy Democrat challenge attorney guy.,Course consumer arrive huge media almost.,Cindy Delacruz,Open
AUD-07629,SITE-001,2025-11-03,2025-12-03,63.5,Leak Detection,Possible spring stay morning off while above these join every bank be weight sometimes.,Character society unit leave thousand black quality nothing thus.,Patrick Perez,Closed
AUD-08354,SITE-005,2025-07-28,2025-08-21,75.8,Safety Equipment,Tax dream ever include positive worker minute generation if lead study economy member through month police available.,Art my wear.,Kimberly Wilkins,Closed
AUD-09246,SITE-003,2025-07-08,09-Sep-2025,61.4,Maintenance Backlog,Plant mean remain price how must end.,Reality off talk trouble serious certainly think mention central.,Willie Miller,Closed
AUD-07193,SITE-003,2026-09-07,,-3.4,Maintenance Backlog,Force program painting full television question production decide machine need employee small defense defense between hour war.,Especially act else day modern.,Monique Harris,In Progress
AUD-01644,SITE-005,23/10/2024,2024-11-07,69.6,Leak Detection,Deep increase garden would arm strong news issue night position yourself shake commercial manager car few society.,Hot later bill grow college head much east.,Vanessa Ray,Closed
AUD-04560,SITE-002,2024-06-06,2024-06-14,71.7,Maintenance Backlog,Store owner hand miss become care which simply I win middle ask type whether spend local argue long tree.,,Karen Chen,Closed
AUD-08677,SITE-002,04/14/2024,2024-05-13,100.0,Emergency Response,We player not speech heart population until.,Rock fact travel call heavy citizen occur.,Derek West,Closed
AUD-02017,SITE-003,2024-04-27,,76.6,Personnel Training,Step Republican good station view party hope pretty growth fund keep history have character record former special likely.,Theory have by choose rock suffer.,Terri Fields,Open
AUD-03943,SITE-006,04-Nov-2025,19-Dec-2025,51.7,Personnel Training,Present plan international whatever must now its federal nation thought view affect floor.,,Mary Jennings,Closed
