record_id,dataset,issue_type,detail
AUD-00895,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 09/09/2025
AUD-00909,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-10T00:00:00Z
AUD-00913,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 11-Jul-2024
AUD-00918,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-11T00:00:00Z
AUD-00928,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 08-Feb-2025
AUD-00932,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-17T00:00:00Z
AUD-00934,audits,out_of_range:compliance_score,112.1
AUD-00936,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 02-Jan-2025
AUD-00940,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/05/2026
AUD-00950,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-24T00:00:00Z
AUD-00950,audits,out_of_range:compliance_score,112.7
AUD-00955,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/19/2025
AUD-00958,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 04/07/2024
AUD-00966,audits,closed_before_inspection,closed=2025-02-20 < inspection=2025-03-16
AUD-00967,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 10/05/2025
AUD-00971,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 01-May-2026
AUD-00972,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-02-27T00:00:00Z
AUD-00973,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 15-Oct-2025
AUD-00974,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 07/03/2024
AUD-00974,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 18-Mar-2024
AUD-00974,audits,out_of_range:compliance_score,112.9
AUD-00975,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 08/26/2024
AUD-00984,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 08/04/2025
AUD-00985,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 12-Apr-2025
AUD-00986,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-05T00:00:00Z
AUD-00991,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 02/07/2025
AUD-00998,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/01/2026
AUD-01000,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 03/04/2025
AUD-01006,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/25/2026
AUD-01016,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-27T00:00:00Z
AUD-01025,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-11T00:00:00Z
AUD-01027,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 24-Feb-2025
AUD-01027,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 14/05/2025
AUD-01031,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 12/23/2024
AUD-01033,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 19/05/2025
AUD-01035,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 15/08/2025
AUD-01037,audits,out_of_range:compliance_score,150.4
AUD-01040,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-24T00:00:00Z
AUD-01040,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-29T00:00:00Z
AUD-01045,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-28T00:00:00Z
AUD-01049,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 28/04/2025
AUD-01050,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-05T00:00:00Z
AUD-01059,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/15/2025
AUD-01060,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-07T00:00:00Z
AUD-01061,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 19-Jun-2025
AUD-01065,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 30-Jun-2026
AUD-01070,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/29/2026
AUD-01073,audits,future_date:inspection_date,2026-08-10
AUD-01074,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 28-Oct-2025
AUD-01080,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/21/2026
AUD-01081,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-10T00:00:00Z
AUD-01085,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/15/2024
AUD-01089,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 13-May-2024
AUD-01095,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-25T00:00:00Z
AUD-01096,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/07/2024
AUD-01097,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-11T00:00:00Z
AUD-01098,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 18-Apr-2026
AUD-01100,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-13T00:00:00Z
AUD-01101,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-13T00:00:00Z
AUD-01106,audits,future_date:inspection_date,2026-09-19
AUD-01108,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/09/2025
AUD-01113,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 01/08/2026
AUD-01117,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-19T00:00:00Z
AUD-01122,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 22/11/2025
AUD-01124,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 09-May-2026
AUD-01125,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-23T00:00:00Z
AUD-01126,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 13-Sep-2024
AUD-01128,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 03/05/2024
AUD-01134,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Jun-2024
AUD-01138,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 14-May-2025
AUD-01146,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 15-Mar-2024
AUD-01148,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-16T00:00:00Z
AUD-01149,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-02T00:00:00Z
AUD-01150,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-24T00:00:00Z
AUD-01151,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 27/02/2025
AUD-01153,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-16T00:00:00Z
AUD-01155,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 29-Jan-2025
AUD-01160,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 22/07/2024
AUD-01163,audits,out_of_range:compliance_score,112.7
AUD-01164,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 22/05/2025
AUD-01165,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-18T00:00:00Z
AUD-01169,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 27/02/2024
AUD-01172,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-20T00:00:00Z
AUD-01175,audits,closed_before_inspection,closed=2025-04-16 < inspection=2025-05-10
AUD-01181,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/02/2025
AUD-01182,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 25-Jan-2026
AUD-01186,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/26/2026
AUD-01187,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-13T00:00:00Z
AUD-01190,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/20/2024
AUD-01192,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 30-Mar-2024
AUD-01197,audits,out_of_range:compliance_score,-7.7
AUD-01208,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/10/2024
AUD-01208,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/07/2024
AUD-01211,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 20-Jan-2026
AUD-01215,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 30/09/2024
AUD-01216,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 01/03/2025
AUD-01219,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-23T00:00:00Z
AUD-01221,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/02/2026
AUD-01226,audits,out_of_range:compliance_score,104.6
AUD-01228,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-23T00:00:00Z
AUD-01230,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 03-Jul-2024
AUD-01233,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 07-Jul-2025
AUD-01237,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 02-Apr-2026
AUD-01238,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-15T00:00:00Z
AUD-01239,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 01/15/2025
AUD-01242,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 17/07/2024
AUD-01245,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-07T00:00:00Z
AUD-01248,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 10/27/2025
AUD-01260,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 13-Apr-2025
AUD-01261,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-11T00:00:00Z
AUD-01263,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 05-Feb-2024
AUD-01267,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 13-Feb-2025
AUD-01272,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-27T00:00:00Z
AUD-01284,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 19-May-2024
AUD-01286,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 25-Apr-2026
AUD-01287,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/06/2024
AUD-01289,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/01/2025
AUD-01291,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-29T00:00:00Z
AUD-01292,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 19/05/2026
AUD-01295,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 07/04/2024
AUD-01296,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 10/30/2025
AUD-01298,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-10T00:00:00Z
AUD-01307,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 29-Jul-2025
AUD-01308,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 16-Aug-2025
AUD-01308,audits,closed_before_inspection,closed=2025-08-03 < inspection=2025-08-04
AUD-01313,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/22/2025
AUD-01318,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-31T00:00:00Z
AUD-01324,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-17T00:00:00Z
AUD-01327,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 12/09/2025
AUD-01332,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 29/10/2024
AUD-01336,audits,future_date:inspection_date,2026-09-12
AUD-01338,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 16-Nov-2025
AUD-01340,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-12T00:00:00Z
AUD-01351,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 02-May-2026
AUD-01352,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 11-Jun-2026
AUD-01352,audits,closed_before_inspection,closed=2026-04-24 < inspection=2026-05-15
AUD-01357,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 04-Jul-2026
AUD-01359,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/27/2024
AUD-01362,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/16/2024
AUD-01363,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/23/2024
AUD-01364,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-14T00:00:00Z
AUD-01368,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 13-Sep-2025
AUD-01371,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-21T00:00:00Z
AUD-01375,audits,out_of_range:compliance_score,-7.4
AUD-01379,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 01-Apr-2026
AUD-01383,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-01T00:00:00Z
AUD-01387,audits,out_of_range:compliance_score,150.6
AUD-01391,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Mar-2026
AUD-01397,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 31-Dec-2024
AUD-01398,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 14/11/2025
AUD-01399,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 09-Sep-2025
AUD-01400,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 10/11/2025
AUD-01404,audits,out_of_range:compliance_score,112.6
AUD-01406,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 15/08/2024
AUD-01407,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/10/2025
AUD-01412,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-24T00:00:00Z
AUD-01415,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-10T00:00:00Z
AUD-01416,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 06/11/2024
AUD-01422,audits,future_date:inspection_date,2026-09-09
AUD-01423,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 26-Apr-2025
AUD-01427,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-18T00:00:00Z
AUD-01429,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 22/03/2025
AUD-01434,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 14-Apr-2026
AUD-01435,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 29-May-2026
AUD-01435,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-22T00:00:00Z
AUD-01438,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 27/02/2026
AUD-01440,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/09/2025
AUD-01454,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/05/2025
AUD-01454,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 01/06/2025
AUD-01458,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 10/13/2025
AUD-01459,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 07/22/2025
AUD-01468,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 17-Apr-2025
AUD-01476,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 15/06/2026
AUD-01479,audits,out_of_range:compliance_score,104.2
AUD-01481,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 27/01/2026
AUD-01485,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/17/2026
AUD-01486,audits,out_of_range:compliance_score,-2.6
AUD-01490,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-01T00:00:00Z
AUD-01494,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 05/13/2026
AUD-01497,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/04/2025
AUD-01497,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 28/04/2025
AUD-01498,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 02-Sep-2024
AUD-01504,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/01/2025
AUD-01506,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/07/2026
AUD-01507,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/31/2024
AUD-01508,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 12/05/2026
AUD-01509,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/09/2024
AUD-01510,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 11-May-2024
AUD-01512,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-Nov-2025
AUD-01515,audits,closed_before_inspection,closed=2026-06-16 < inspection=2026-07-08
AUD-01520,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-22T00:00:00Z
AUD-01529,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Apr-2025
AUD-01529,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/21/2025
AUD-01531,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-21T00:00:00Z
AUD-01535,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 31-May-2025
AUD-01539,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/06/2024
AUD-01540,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 08-Jan-2025
AUD-01542,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 26/01/2025
AUD-01546,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 22/06/2025
AUD-01547,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-02T00:00:00Z
AUD-01549,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 12/12/2025
AUD-01549,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 11-Jan-2026
AUD-01551,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-06-10T00:00:00Z
AUD-01555,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/13/2026
AUD-01566,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/01/2026
AUD-01575,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 21-Jun-2024
AUD-01577,audits,future_date:inspection_date,2026-09-20
AUD-01578,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Jul-2026
AUD-01580,audits,future_date:inspection_date,2026-09-07
AUD-01581,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/14/2026
AUD-01582,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Jan-2026
AUD-01584,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-02T00:00:00Z
AUD-01587,audits,out_of_range:compliance_score,150.6
AUD-01589,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 12/01/2025
AUD-01590,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-08T00:00:00Z
AUD-01593,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 21/07/2026
AUD-01595,audits,out_of_range:compliance_score,104.8
AUD-01599,audits,out_of_range:compliance_score,112.6
AUD-01603,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 15/06/2025
AUD-01605,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 10/13/2025
AUD-01607,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/06/2026
AUD-01609,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 07/07/2026
AUD-01609,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 07/12/2026
AUD-01619,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 24/03/2026
AUD-01622,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-28T00:00:00Z
AUD-01624,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 22-Nov-2024
AUD-01624,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 12/16/2024
AUD-01628,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 29-Mar-2026
AUD-01629,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 04/10/2025
AUD-01632,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/05/2026
AUD-01635,audits,out_of_range:compliance_score,-2.7
AUD-01639,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 20-Jun-2025
AUD-01640,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-16T00:00:00Z
AUD-01641,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/11/2025
AUD-01642,audits,future_date:inspection_date,2026-08-01
AUD-01644,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 23/10/2024
AUD-01645,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 05/03/2026
AUD-01645,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-08T00:00:00Z
AUD-01647,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 05/09/2024
AUD-01650,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 29/09/2025
AUD-01652,audits,out_of_range:compliance_score,104.2
AUD-01655,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 31/05/2024
AUD-01655,audits,future_date:inspection_date,2026-08-09
AUD-01664,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/09/2024
AUD-01670,audits,future_date:inspection_date,2026-08-25
AUD-01673,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/04/2025
AUD-01678,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-16T00:00:00Z
AUD-01683,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 07/01/2025
AUD-01684,audits,future_date:inspection_date,2026-07-26
AUD-01686,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 28/06/2024
AUD-01687,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 08/01/2026
AUD-01690,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-17T00:00:00Z
AUD-01691,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 11/14/2025
AUD-01696,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 23-Jun-2026
AUD-01697,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 09/02/2026
AUD-01706,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 14-Jun-2024
AUD-01706,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 12/07/2024
AUD-01708,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 19/02/2026
AUD-01723,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/02/2026
AUD-01724,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-08T00:00:00Z
AUD-01725,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-16T00:00:00Z
AUD-01727,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 09/03/2024
AUD-01730,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/30/2026
AUD-01730,audits,out_of_range:compliance_score,104.3
AUD-01733,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-08T00:00:00Z
AUD-01735,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 07-Sep-2025
AUD-01736,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-07T00:00:00Z
AUD-01737,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 24/10/2025
AUD-01740,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 21-Jun-2026
AUD-01747,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-16T00:00:00Z
AUD-01749,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 07/07/2025
AUD-01756,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 04-Jan-2026
AUD-01757,audits,out_of_range:compliance_score,-7.2
AUD-01760,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 20/05/2026
AUD-01763,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 02-Aug-2025
AUD-01764,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/18/2025
AUD-01766,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 08/09/2025
AUD-01767,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-15T00:00:00Z
AUD-01769,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/11/2026
AUD-01775,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 18-Jun-2025
AUD-01781,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/01/2026
AUD-01792,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/03/2025
AUD-01800,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 16-Jul-2025
AUD-01801,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 12/05/2026
AUD-01809,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 09/09/2024
AUD-01812,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 03/03/2026
AUD-01812,audits,out_of_range:compliance_score,104.0
AUD-01815,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 13/02/2024
AUD-01833,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 16-Oct-2024
AUD-01835,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/28/2024
AUD-01841,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-24T00:00:00Z
AUD-01843,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 12/24/2025
AUD-01850,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/02/2025
AUD-01854,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-08T00:00:00Z
AUD-01854,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 25-Jul-2026
AUD-01863,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-27T00:00:00Z
AUD-01864,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/05/2025
AUD-01865,audits,closed_before_inspection,closed=2025-06-24 < inspection=2025-07-13
AUD-01869,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-27T00:00:00Z
AUD-01870,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/08/2024
